Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	Estrogen-dependent Nuclear Events Downstream Of ESR-membrane Signaling R-HSA-9634638	1/24	5.037210e-02	2.628214e-01	0	0	2.063561e+01	6.166576e+01	AREG
Reactome_2022	RUNX2 Regulates Osteoblast Differentiation R-HSA-8940973	1/24	5.037210e-02	2.628214e-01	0	0	2.063561e+01	6.166576e+01	AREG
Reactome_2022	TRP Channels R-HSA-3295583	1/25	5.241625e-02	2.628214e-01	0	0	1.977480e+01	5.830677e+01	TRPV5
Reactome_2022	Interleukin-20 Family Signaling R-HSA-8854691	1/26	5.445610e-02	2.628214e-01	0	0	1.898286e+01	5.524696e+01	IL20RA
Reactome_2022	MET Promotes Cell Motility R-HSA-8875878	1/28	5.852294e-02	2.628214e-01	0	0	1.757496e+01	4.988364e+01	LAMA1
Reactome_2022	SUMOylation Of Intracellular Receptors R-HSA-4090294	1/29	6.054995e-02	2.628214e-01	0	0	1.694643e+01	4.752264e+01	AREG
Reactome_2022	Uptake And Actions Of Bacterial Toxins R-HSA-5339562	1/29	6.054995e-02	2.628214e-01	0	0	1.694643e+01	4.752264e+01	ANTXR2
Reactome_2022	Interaction Between L1 And Ankyrins R-HSA-445095	1/29	6.054995e-02	2.628214e-01	0	0	1.694643e+01	4.752264e+01	SCN3A
Reactome_2022	Tight Junction Interactions R-HSA-420029	1/30	6.257269e-02	2.628214e-01	0	0	1.636125e+01	4.534399e+01	CLDN7
Reactome_2022	HS-GAG Biosynthesis R-HSA-2022928	1/30	6.257269e-02	2.628214e-01	0	0	1.636125e+01	4.534399e+01	HS3ST2
Reactome_2022	EGFR Downregulation R-HSA-182971	1/31	6.459119e-02	2.628214e-01	0	0	1.581508e+01	4.332821e+01	AREG
Reactome_2022	RUNX2 Regulates Bone Development R-HSA-8941326	1/31	6.459119e-02	2.628214e-01	0	0	1.581508e+01	4.332821e+01	AREG
Reactome_2022	Phase 0 - Rapid Depolarisation R-HSA-5576892	1/32	6.660543e-02	2.628214e-01	0	0	1.530415e+01	4.145846e+01	SCN3A
Reactome_2022	Cargo Concentration In ER R-HSA-5694530	1/32	6.660543e-02	2.628214e-01	0	0	1.530415e+01	4.145846e+01	AREG
Reactome_2022	Activated PKN1 Stimulates Transcription Of Androgen Receptor Regulated KLK2 And KLK3 R-HSA-5625886	1/36	7.462014e-02	2.793472e-01	0	0	1.355238e+01	3.517310e+01	AREG
Reactome_2022	NR1H3 And NR1H2 Regulate Gene Expression Linked To Cholesterol Transport And Efflux R-HSA-9029569	1/36	7.462014e-02	2.793472e-01	0	0	1.355238e+01	3.517310e+01	ABCA1
Reactome_2022	HSP90 Chaperone Cycle For Steroid Hormone Receptors (SHR) In Presence Of Ligand R-HSA-3371497	1/38	7.860225e-02	2.868982e-01	0	0	1.281853e+01	3.260208e+01	AREG
Reactome_2022	Sensory Perception Of Sweet, Bitter, And Umami (Glutamate) Taste R-HSA-9717207	1/41	8.454405e-02	2.938912e-01	0	0	1.185536e+01	2.928845e+01	SCN3A
Reactome_2022	Non-integrin membrane-ECM Interactions R-HSA-3000171	1/41	8.454405e-02	2.938912e-01	0	0	1.185536e+01	2.928845e+01	LAMA1
Reactome_2022	Collagen Chain Trimerization R-HSA-8948216	1/44	9.044841e-02	2.975216e-01	0	0	1.102658e+01	2.649660e+01	COL8A1
Reactome_2022	NR1H2 And NR1H3-mediated Signaling R-HSA-9024446	1/46	9.436398e-02	2.975216e-01	0	0	1.053545e+01	2.486994e+01	ABCA1
Reactome_2022	Sensory Perception Of Taste R-HSA-9717189	1/47	9.631558e-02	2.975216e-01	0	0	1.030590e+01	2.411710e+01	SCN3A
Reactome_2022	Axon Guidance R-HSA-422475	3/519	1.001965e-01	2.975216e-01	0	0	2.825727e+00	6.500928e+00	LAMA1;MYH14;SCN3A
Reactome_2022	Signaling By EGFR R-HSA-177929	1/49	1.002065e-01	2.975216e-01	0	0	9.875496e+00	2.271880e+01	AREG
Reactome_2022	Signaling By Nuclear Receptors R-HSA-9006931	2/260	1.075042e-01	2.975216e-01	0	0	3.724523e+00	8.306524e+00	ABCA1;AREG
Reactome_2022	Heparan Sulfate/Heparin (HS-GAG) Metabolism R-HSA-1638091	1/53	1.079392e-01	2.975216e-01	0	0	9.114011e+00	2.028949e+01	HS3ST2
Reactome_2022	Sensory Processing Of Sound By Outer Hair Cells Of Cochlea R-HSA-9662361	1/53	1.079392e-01	2.975216e-01	0	0	9.114011e+00	2.028949e+01	PCDH15
Reactome_2022	Nuclear Receptor Transcription Pathway R-HSA-383280	1/53	1.079392e-01	2.975216e-01	0	0	9.114011e+00	2.028949e+01	AREG
Reactome_2022	ECM Proteoglycans R-HSA-3000178	1/55	1.117812e-01	2.975216e-01	0	0	8.775573e+00	1.922914e+01	LAMA1
Reactome_2022	Nervous System Development R-HSA-9675108	3/545	1.117818e-01	2.975216e-01	0	0	2.686577e+00	5.886845e+00	LAMA1;MYH14;SCN3A
Reactome_2022	RHO GTPase Effectors R-HSA-195258	2/269	1.137350e-01	2.975216e-01	0	0	3.597333e+00	7.820183e+00	MYH14;AREG
Reactome_2022	Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090	1/57	1.156071e-01	2.975216e-01	0	0	8.461310e+00	1.825577e+01	COL8A1
Reactome_2022	Deubiquitination R-HSA-5688426	2/279	1.207669e-01	2.975216e-01	0	0	3.465704e+00	7.326128e+00	UCHL1;AREG
Reactome_2022	Recruitment And ATM-mediated Phosphorylation Of Repair And Signal Proteins At DNA Double Strand Breaks R-HSA-5693565	1/60	1.213156e-01	2.975216e-01	0	0	8.029863e+00	1.693787e+01	EYA4
Reactome_2022	DNA Double Strand Break Response R-HSA-5693606	1/61	1.232105e-01	2.975216e-01	0	0	7.895635e+00	1.653236e+01	EYA4
Reactome_2022	Cell-cell Junction Organization R-HSA-421270	1/61	1.232105e-01	2.975216e-01	0	0	7.895635e+00	1.653236e+01	CLDN7
Reactome_2022	RAB Geranylgeranylation R-HSA-8873719	1/62	1.251014e-01	2.975216e-01	0	0	7.765808e+00	1.614225e+01	RAB3C
Reactome_2022	Signaling By MET R-HSA-6806834	1/63	1.269882e-01	2.975216e-01	0	0	7.640169e+00	1.576672e+01	LAMA1
Reactome_2022	Semaphorin Interactions R-HSA-373755	1/64	1.288711e-01	2.975216e-01	0	0	7.518519e+00	1.540501e+01	MYH14
Reactome_2022	Extracellular Matrix Organization R-HSA-1474244	2/291	1.293457e-01	2.975216e-01	0	0	3.319774e+00	6.789823e+00	LAMA1;COL8A1
Reactome_2022	COPII-mediated Vesicle Transport R-HSA-204005	1/66	1.326251e-01	2.975216e-01	0	0	7.286447e+00	1.472029e+01	AREG
Reactome_2022	Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814	1/67	1.344961e-01	2.975216e-01	0	0	7.175685e+00	1.439600e+01	COL8A1
Reactome_2022	Sensory Processing Of Sound By Inner Hair Cells Of Cochlea R-HSA-9662360	1/67	1.344961e-01	2.975216e-01	0	0	7.175685e+00	1.439600e+01	PCDH15
Reactome_2022	Plasma Lipoprotein Assembly, Remodeling, And Clearance R-HSA-174824	1/71	1.419409e-01	3.081653e-01	0	0	6.764286e+00	1.320622e+01	ABCA1
Reactome_2022	Interferon Alpha/Beta Signaling R-HSA-909733	1/72	1.437922e-01	3.081653e-01	0	0	6.668679e+00	1.293314e+01	RSAD2
Reactome_2022	Extra-nuclear Estrogen Signaling R-HSA-9009391	1/73	1.456397e-01	3.081653e-01	0	0	6.575728e+00	1.266892e+01	AREG
Reactome_2022	Sensory Processing Of Sound R-HSA-9659379	1/75	1.493231e-01	3.114452e-01	0	0	6.397362e+00	1.216550e+01	PCDH15
Reactome_2022	ABC Transporter Disorders R-HSA-5619084	1/77	1.529909e-01	3.139385e-01	0	0	6.228383e+00	1.169302e+01	ABCA1
Reactome_2022	Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530	1/78	1.548190e-01	3.139385e-01	0	0	6.147186e+00	1.146757e+01	AREG
Reactome_2022	Cell Junction Organization R-HSA-446728	1/86	1.693057e-01	3.379549e-01	0	0	5.566387e+00	9.886176e+00	CLDN7
Reactome_2022	Protein-protein Interactions At Synapses R-HSA-6794362	1/88	1.728894e-01	3.379549e-01	0	0	5.437876e+00	9.544036e+00	LRFN2
Reactome_2022	Peptide Hormone Metabolism R-HSA-2980736	1/89	1.746755e-01	3.379549e-01	0	0	5.375812e+00	9.379852e+00	MBOAT4
Reactome_2022	Collagen Formation R-HSA-1474290	1/90	1.764579e-01	3.379549e-01	0	0	5.315142e+00	9.220034e+00	COL8A1
Reactome_2022	EPH-Ephrin Signaling R-HSA-2682334	1/91	1.782365e-01	3.379549e-01	0	0	5.255820e+00	9.064419e+00	MYH14
Reactome_2022	UCH Proteinases R-HSA-5689603	1/95	1.853135e-01	3.468689e-01	0	0	5.031155e+00	8.481049e+00	UCHL1
Reactome_2022	Cytokine Signaling In Immune System R-HSA-1280215	3/702	1.910849e-01	3.531442e-01	0	0	2.066309e+00	3.419819e+00	RSAD2;IL20RA;IRAK3
Reactome_2022	Stimuli-sensing Channels R-HSA-2672351	1/100	1.940761e-01	3.541889e-01	0	0	4.775854e+00	7.830035e+00	TRPV5
Reactome_2022	Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825	1/104	2.010199e-01	3.596697e-01	0	0	4.589459e+00	7.363106e+00	AREG
Reactome_2022	PI3K/AKT Signaling In Cancer R-HSA-2219528	1/105	2.027466e-01	3.596697e-01	0	0	4.545101e+00	7.253063e+00	AREG
Reactome_2022	PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558	1/106	2.044698e-01	3.596697e-01	0	0	4.501587e+00	7.145527e+00	AREG
Reactome_2022	MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058	1/112	2.147325e-01	3.661474e-01	0	0	4.256971e+00	6.548764e+00	IRAK3
Reactome_2022	Negative Regulation Of PI3K/AKT Network R-HSA-199418	1/113	2.164303e-01	3.661474e-01	0	0	4.218750e+00	6.456741e+00	AREG
Reactome_2022	Interleukin-1 Signaling R-HSA-9020702	1/114	2.181246e-01	3.661474e-01	0	0	4.181205e+00	6.366675e+00	IRAK3
Reactome_2022	PPARA Activates Gene Expression R-HSA-1989781	1/116	2.215023e-01	3.661474e-01	0	0	4.108075e+00	6.192192e+00	ABCA1
Reactome_2022	Regulation Of Lipid Metabolism By PPARalpha R-HSA-400206	1/118	2.248658e-01	3.661474e-01	0	0	4.037444e+00	6.024881e+00	ABCA1
Reactome_2022	Transcriptional Regulation By RUNX2 R-HSA-8878166	1/119	2.265423e-01	3.661474e-01	0	0	4.003027e+00	5.943789e+00	AREG
Reactome_2022	Glycosaminoglycan Metabolism R-HSA-1630316	1/120	2.282151e-01	3.661474e-01	0	0	3.969188e+00	5.864342e+00	HS3ST2
Reactome_2022	Cell-Cell Communication R-HSA-1500931	1/120	2.282151e-01	3.661474e-01	0	0	3.969188e+00	5.864342e+00	CLDN7
Reactome_2022	Cardiac Conduction R-HSA-5576891	1/126	2.381785e-01	3.779789e-01	0	0	3.777524e+00	5.419745e+00	SCN3A
Reactome_2022	ER To Golgi Anterograde Transport R-HSA-199977	1/133	2.496437e-01	3.919137e-01	0	0	3.575938e+00	4.962403e+00	AREG
Reactome_2022	Signaling By Interleukins R-HSA-449147	2/453	2.545118e-01	3.953055e-01	0	0	2.109783e+00	2.887045e+00	IL20RA;IRAK3
Reactome_2022	Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016	1/140	2.609403e-01	4.010240e-01	0	0	3.394656e+00	4.560597e+00	IRAK3
Reactome_2022	Clathrin-mediated Endocytosis R-HSA-8856828	1/142	2.641372e-01	4.017087e-01	0	0	3.346167e+00	4.454707e+00	AREG
Reactome_2022	DNA Double-Strand Break Repair R-HSA-5693532	1/149	2.752206e-01	4.142496e-01	0	0	3.186776e+00	4.111522e+00	EYA4
Reactome_2022	Interleukin-1 Family Signaling R-HSA-446652	1/152	2.799206e-01	4.170245e-01	0	0	3.122990e+00	3.976345e+00	IRAK3
Reactome_2022	Signaling By Receptor Tyrosine Kinases R-HSA-9006934	2/496	2.889567e-01	4.261381e-01	0	0	1.921892e+00	2.385988e+00	LAMA1;AREG
Reactome_2022	Toll-like Receptor Cascades R-HSA-168898	1/162	2.953731e-01	4.312447e-01	0	0	2.927536e+00	3.570178e+00	IRAK3
Reactome_2022	Transport To Golgi And Subsequent Modification R-HSA-948021	1/164	2.984245e-01	4.313859e-01	0	0	2.891323e+00	3.496299e+00	AREG
Reactome_2022	SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232	1/168	3.044886e-01	4.358366e-01	0	0	2.821500e+00	3.355107e+00	AREG
Reactome_2022	SUMOylation R-HSA-2990846	1/174	3.134889e-01	4.400352e-01	0	0	2.722819e+00	3.158446e+00	AREG
Reactome_2022	Ion Channel Transport R-HSA-983712	1/175	3.149779e-01	4.400352e-01	0	0	2.707033e+00	3.127308e+00	TRPV5
Reactome_2022	Disorders Of Transmembrane Transporters R-HSA-5619115	1/176	3.164637e-01	4.400352e-01	0	0	2.691429e+00	3.096615e+00	ABCA1
Reactome_2022	ESR-mediated Signaling R-HSA-8939211	1/188	3.340495e-01	4.601059e-01	0	0	2.517189e+00	2.760012e+00	AREG
Reactome_2022	Peptide Ligand-Binding Receptors R-HSA-375276	1/196	3.455271e-01	4.671014e-01	0	0	2.412943e+00	2.564196e+00	NPFFR2
Reactome_2022	Muscle Contraction R-HSA-397014	1/196	3.455271e-01	4.671014e-01	0	0	2.412943e+00	2.564196e+00	SCN3A
Reactome_2022	Interferon Signaling R-HSA-913531	1/200	3.511932e-01	4.679993e-01	0	0	2.363963e+00	2.473695e+00	RSAD2
Reactome_2022	Ub-specific Processing Proteases R-HSA-5689880	1/201	3.526022e-01	4.679993e-01	0	0	2.352024e+00	2.451784e+00	AREG
Reactome_2022	G Alpha (Q) Signaling Events R-HSA-416476	1/212	3.679056e-01	4.839118e-01	0	0	2.228165e+00	2.228007e+00	NPFFR2
Reactome_2022	Sensory Perception R-HSA-9709957	2/616	3.836868e-01	5.001632e-01	0	0	1.536744e+00	1.472091e+00	PCDH15;SCN3A
Reactome_2022	Signaling By Rho GTPases R-HSA-194315	2/644	4.051467e-01	5.226410e-01	0	0	1.467594e+00	1.325980e+00	MYH14;AREG
Reactome_2022	Developmental Biology R-HSA-1266738	3/1073	4.080895e-01	5.226410e-01	0	0	1.323855e+00	1.186530e+00	LAMA1;MYH14;SCN3A
Reactome_2022	Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542	2/660	4.172603e-01	5.297391e-01	0	0	1.430721e+00	1.250515e+00	MYH14;AREG
Reactome_2022	PIP3 Activates AKT Signaling R-HSA-1257604	1/268	4.404981e-01	5.538375e-01	0	0	1.755841e+00	1.439525e+00	AREG
Reactome_2022	RAF/MAP Kinase Cascade R-HSA-5673001	1/271	4.441481e-01	5.538375e-01	0	0	1.736067e+00	1.408987e+00	AREG
Reactome_2022	MAPK1/MAPK3 Signaling R-HSA-5684996	1/277	4.513785e-01	5.538375e-01	0	0	1.697809e+00	1.350520e+00	AREG
Reactome_2022	Transport Of Small Molecules R-HSA-382551	2/706	4.514155e-01	5.538375e-01	0	0	1.334049e+00	1.061059e+00	ABCA1;TRPV5
Reactome_2022	Asparagine N-linked Glycosylation R-HSA-446203	1/282	4.573336e-01	5.560986e-01	0	0	1.667175e+00	1.304301e+00	AREG
Reactome_2022	Metabolism Of Carbohydrates R-HSA-71387	1/285	4.608763e-01	5.560986e-01	0	0	1.649313e+00	1.277600e+00	HS3ST2
Reactome_2022	Intracellular Signaling By Second Messengers R-HSA-9006925	1/306	4.850503e-01	5.804701e-01	0	0	1.534114e+00	1.109936e+00	AREG
Reactome_2022	DNA Repair R-HSA-73894	1/310	4.895333e-01	5.810721e-01	0	0	1.513947e+00	1.081416e+00	EYA4
Reactome_2022	MAPK Family Signaling Cascades R-HSA-5683057	1/318	4.983853e-01	5.868084e-01	0	0	1.475139e+00	1.027260e+00	AREG
Reactome_2022	Class A/1 (Rhodopsin-like Receptors) R-HSA-373076	1/327	5.081645e-01	5.935362e-01	0	0	1.433757e+00	9.705818e-01	NPFFR2
Reactome_2022	Neuronal System R-HSA-112316	1/386	5.678148e-01	6.579442e-01	0	0	1.210390e+00	6.850320e-01	LRFN2
Reactome_2022	Post-translational Protein Modification R-HSA-597592	3/1383	5.789614e-01	6.655776e-01	0	0	1.009620e+00	5.517768e-01	RAB3C;UCHL1;AREG
Reactome_2022	Metabolism Of Proteins R-HSA-392499	4/1890	5.892365e-01	6.720978e-01	0	0	9.827338e-01	5.197951e-01	RAB3C;UCHL1;MBOAT4;AREG
Reactome_2022	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	1/424	6.024279e-01	6.818177e-01	0	0	1.099516e+00	5.572206e-01	AREG
Reactome_2022	Signal Transduction R-HSA-162582	5/2465	6.247887e-01	7.016858e-01	0	0	9.358686e-01	4.401781e-01	ABCA1;NPFFR2;LAMA1;MYH14;AREG
Reactome_2022	GPCR Ligand Binding R-HSA-500792	1/458	6.310918e-01	7.033542e-01	0	0	1.015942e+00	4.676424e-01	NPFFR2
Reactome_2022	Membrane Trafficking R-HSA-199991	1/599	7.298889e-01	8.050548e-01	0	0	7.707836e-01	2.426912e-01	AREG
Reactome_2022	Disease R-HSA-1643685	3/1736	7.333718e-01	8.050548e-01	0	0	7.886901e-01	2.445747e-01	ABCA1;ANTXR2;AREG
Reactome_2022	GPCR Downstream Signaling R-HSA-388396	1/619	7.416191e-01	8.080327e-01	0	0	7.450686e-01	2.227156e-01	NPFFR2
Reactome_2022	Vesicle-mediated Transport R-HSA-5653656	1/637	7.517498e-01	8.130034e-01	0	0	7.233079e-01	2.063972e-01	AREG
Reactome_2022	Signaling By GPCR R-HSA-372790	1/689	7.788859e-01	8.361373e-01	0	0	6.668397e-01	1.666371e-01	NPFFR2
Reactome_2022	Cellular Responses To Stress R-HSA-2262752	1/722	7.945803e-01	8.361373e-01	0	0	6.352288e-01	1.460653e-01	AREG
Reactome_2022	Metabolism Of Lipids R-HSA-556833	1/732	7.991176e-01	8.361373e-01	0	0	6.262133e-01	1.404266e-01	ABCA1
Reactome_2022	Cellular Responses To Stimuli R-HSA-8953897	1/736	8.009049e-01	8.361373e-01	0	0	6.226757e-01	1.382421e-01	AREG
Reactome_2022	Immune System R-HSA-168256	3/1943	8.017755e-01	8.361373e-01	0	0	6.965335e-01	1.538828e-01	RSAD2;IL20RA;IRAK3
Reactome_2022	Metabolism R-HSA-1430728	3/2049	8.309241e-01	8.603895e-01	0	0	6.565616e-01	1.216062e-01	CA12;ABCA1;HS3ST2
Reactome_2022	Infectious Disease R-HSA-5663205	1/961	8.799336e-01	9.047204e-01	0	0	4.711558e-01	6.026499e-02	ANTXR2
Reactome_2022	Innate Immune System R-HSA-168249	1/1035	8.984647e-01	9.173136e-01	0	0	4.357327e-01	4.665295e-02	IRAK3
Reactome_2022	Generic Transcription Pathway R-HSA-212436	1/1190	9.286826e-01	9.415810e-01	0	0	3.758260e-01	2.780671e-02	AREG
Reactome_2022	RNA Polymerase II Transcription R-HSA-73857	1/1312	9.461053e-01	9.526301e-01	0	0	3.386364e-01	1.876095e-02	AREG
Reactome_2022	Gene Expression (Transcription) R-HSA-74160	1/1449	9.607363e-01	9.607363e-01	0	0	3.043443e-01	1.219059e-02	AREG
